State Name,PC NO.,PC NAME,ELECTORS,MALE,FEMALE,OTHERS,TOTAL,NRI,,TOTAL VOTES,VOTER TURN OUT(%),MALE,FEMALE,OTHERS
Andhra Pradesh,1,Adilabad ,1386282,518481,525482,2,1043965,0,11628,1055593,76.1456182796863,75.4864578010142,75.2174653637114,1.38888888888889
Andhra Pradesh,2,Peddapalle ,1425355,520741,500992,14,1021747,0,3447,1025194,71.9255203089757,71.7872331626217,71.6293287466955,12.0689655172414
Andhra Pradesh,3,Karimnagar ,1550810,550760,569382,0,1120142,0,7083,1127225,72.6862091423192,70.8662835732171,73.6350127837217,0
Andhra Pradesh,4,Nizamabad,1496193,467172,559329,4,1026505,0,7527,1034032,69.1108700548659,64.497477655089,72.4944818656543,4.76190476190476
Andhra Pradesh,5,Zahirabad,1445354,546010,546798,0,1092808,0,6976,1099784,76.0909784039066,76.0717067196837,75.1767374716436,0
Andhra Pradesh,6,Medak,1536166,605044,583040,0,1188084,0,5464,1193548,77.6965510237826,78.0326371952596,76.6636380251855,0
Andhra Pradesh,7,Malkajgiri,3183083,877156,741285,0,1618441,0,6418,1624859,51.0467053482426,50.9230409291541,50.796534280988,0
Andhra Pradesh,8,Secundrabad,1893741,546289,457397,3,1003689,0,1074,1004763,53.0570442314973,53.9652888430964,51.9346758773543,1.35135135135135
Andhra Pradesh,9,Hyderabad,1823217,525811,445415,0,971226,0,544,971770,53.2997443529761,54.762338713289,51.6519605398805,0
Andhra Pradesh,10,Chelvella,2185164,695012,617108,0,1312120,0,10192,1322312,60.5131697208997,60.2910750797433,59.8082980393677,0
Andhra Pradesh,11,Mahbubnagar,1418668,509912,499391,1,1009304,0,6216,1015520,71.5826394900005,71.5496254221806,70.8001525477314,0.636942675159236
Andhra Pradesh,12,Nagarkurnool,1477305,569056,537781,28,1106865,0,9294,1116159,75.553727903175,76.4280840867944,73.4614286553406,18.5430463576159
Andhra Pradesh,13,Nalgonda,1494343,597237,583448,2,1180687,0,10980,1191667,79.7452124445325,80.0854173650687,77.9813656709735,4.44444444444444
Andhra Pradesh,14,Bhongir ,1492240,620408,588076,9,1208493,0,4245,1212738,81.2696349112743,81.9927523782085,79.9947765264717,15.5172413793103
Andhra Pradesh,15,Warangal,1537777,590443,580206,74,1170723,0,5930,1176653,76.5164910126761,76.5371782341214,75.767163984199,47.4358974358974
Andhra Pradesh,16,Mahabubabad  ,1387288,560443,560406,4,1120853,0,5765,1126618,81.2101020119831,81.4589095750479,80.1943303616147,5.06329113924051
Andhra Pradesh,17,Khammam ,1440267,586887,592349,0,1179236,0,9639,1188875,82.5454585851096,82.4184574248471,81.3884213491251,0
Andhra Pradesh,18,Aruku ,1272340,450038,456802,24,906864,0,6974,913838,71.8234119810742,72.4091382270269,70.2735549217426,29.6296296296296
Andhra Pradesh,19,Srikakulam,1413726,503114,543763,0,1046877,0,7763,1054640,74.6000285769661,71.699812596641,77.0378230729671,0
Andhra Pradesh,20,Vizianagaram,1403736,554616,564891,0,1119507,0,6108,1125615,80.187086460702,79.3444330312819,80.3834961472511,0
Andhra Pradesh,21,Visakhapatnam,1723011,583232,576946,0,1160178,0,3404,1163582,67.5318961979929,66.8090136818086,68.0625715195772,0
Andhra Pradesh,22,Anakapalli,1401474,561825,582294,1,1144120,0,5206,1149326,82.0083711863367,81.6475563500022,81.7785005856429,1.5625
Andhra Pradesh,23,Kakinada,1418290,555263,538635,35,1093933,0,7797,1101730,77.6801641413251,78.3285135916715,75.9764440369561,25.5474452554745
Andhra Pradesh,24,Amalapuram ,1357865,565013,548900,1,1113914,0,8072,1121986,82.6286854731509,82.8028940777509,81.310688600357,1.96078431372549
Andhra Pradesh,25,Rajahmundry,1421276,575432,574132,11,1149575,0,7051,1156626,81.3794083626263,81.4105856171312,80.4256255016691,10.6796116504854
Andhra Pradesh,26,Narsapuram,1325028,536507,546670,0,1083177,0,5925,1089102,82.194640415146,82.2670446965666,81.337477551737,0
Andhra Pradesh,27,Eluru ,1427764,600526,594189,5,1194720,0,8516,1203236,84.2741517505694,84.9854660624775,82.4570776737293,6.75675675675676
Andhra Pradesh,28,Machilipatnam ,1369311,564406,569695,3,1134104,0,8944,1143048,83.4761423810953,83.5585125440069,82.1746988560062,2.85714285714286
Andhra Pradesh,29,Vijayawada,1564511,599506,589998,10,1189514,0,9471,1198985,76.636405880176,76.7597590830405,75.3422978201739,6.06060606060606
Andhra Pradesh,30,Guntur,1572016,613894,623668,17,1237579,0,9196,1246775,79.3105795360862,79.5780855443614,78.1375326216193,9.65909090909091
Andhra Pradesh,31,Narasaraopet,1514861,635270,640887,0,1276157,0,6674,1282831,84.6830831343602,84.947655705722,83.6602663763496,0
Andhra Pradesh,32,Bapatla ,1392964,583921,594010,1,1177932,0,8318,1186250,85.1601333559231,85.4814177195918,84.2530328453642,0.854700854700855
Andhra Pradesh,33,Ongole ,1470212,597957,599889,9,1197855,0,11049,1208904,82.2265088300191,81.755015374603,81.957759352086,8.57142857142857
Andhra Pradesh,34,0dyal,1576945,601303,599288,16,1200607,0,9073,1209680,76.7103481732083,76.8891321276816,75.5350136313621,6.83760683760684
Andhra Pradesh,35,Kurnool,1481791,543424,519253,3,1062680,0,5390,1068070,72.079665755832,73.5999826640013,69.9161146119459,1.94805194805195
Andhra Pradesh,36,A0tapur,1536894,612936,592912,1,1205849,0,6346,1212195,78.8730387391713,79.0982120388951,77.9005510344048,0.689655172413793
Andhra Pradesh,37,Hindupur,1446496,598591,572192,0,1170783,0,8487,1179270,81.5259772581466,81.5492408967554,80.4034561884969,0
Andhra Pradesh,38,Kadapa,1550440,583320,606195,1,1189516,0,11604,1201120,77.4696215267924,76.337596122136,77.1992807239625,0.884955752212389
Andhra Pradesh,39,Nellore,1606126,589353,590606,9,1179968,0,8893,1188861,74.0204068672072,74.0078961446019,73.0124822137417,4.76190476190476
Andhra Pradesh,40,Tirupati ,1574161,602087,605328,3,1207418,0,6945,1214363,77.1435069221001,77.3724663214965,76.1128777333922,1.77514792899408
Andhra Pradesh,41,Rajampet,1487791,570991,582836,8,1153835,0,7406,1161241,78.0513526429452,77.7195816960014,77.5278806452986,5.36912751677852
Andhra Pradesh,42,Chittoor ,1451851,595000,597153,0,1192153,0,6984,1199137,82.5936683585299,82.4541686471835,82.1135874856304,0
Andhra Pradesh,,,64934133,24264387,23899017,299,48163703,0,304018,48467721,74.64,74.34,74.12,5.38
Arunachal Pradesh,1,Arunachal West,446640,155623,170663,0,326286,0,11385,337671,75.6024986566362,71.2918594530212,75.1849192258724,0
Arunachal Pradesh,2,Arunachal East,312704,126888,128574,0,255462,0,7695,263157,84.1553034179288,79.4390534026169,84.3207722878766,0
Assam,1,Karimganj ,1165997,481673,404641,0,886314,0,1468,887782,76.1393039604733,78.46319500101,73.5247035052431,0
Assam,2,Silchar,1060175,428972,370918,0,799890,0,168,800058,75.464711014691,77.7433034905216,73.5341464188289,0
Assam,3,Autonomous District,702230,279451,263869,0,543320,0,397,543717,77.4271962177634,77.9587680633823,76.9017122040073,0
Assam,4,Dhubri,1550166,709038,660085,0,1369123,0,599,1369722,88.3596982516711,89.1730367262547,87.6907360025082,0
Assam,5,Kokrajhar,1505472,636473,587031,0,1223504,0,739,1224243,81.3195462951154,82.2379225289783,80.581335493037,0
Assam,6,Barpeta,1430188,634466,571414,0,1205880,0,1164,1207044,84.3975757033341,84.2380726039656,84.8119903464531,0
Assam,7,Gauhati,1922270,784535,727081,0,1511616,0,632,1512248,78.6699058925125,79.4766828145546,77.8656896878544,0
Assam,8,Mangaldoi,1515676,651247,581802,0,1233049,0,425,1233474,81.3811131138845,82.4741210529382,80.4134825497261,0
Assam,9,Tezpur,1259568,505481,475043,0,980524,0,322,980846,77.8716194758838,77.4865217437959,78.6819400713208,0
Assam,10,Nowgong,1523881,639499,590545,0,1230044,0,451,1230495,80.7474468150728,80.9358195033482,80.8429753423757,0
Assam,11,Kaliabor,1457219,605354,561208,0,1166562,0,829,1167391,80.110882441143,80.5926553130758,79.729050112659,0
Assam,12,Jorhat,1189486,483784,447088,0,930872,0,696,931568,78.3168528255062,79.2922140927805,77.3947845836392,0
Assam,13,Dibrugarh,1124305,462187,428637,0,890824,0,305,891129,79.2604320002135,79.9253985574288,78.7770577489276,0
Assam,14,Lakhimpur,1431080,572467,539555,0,1112022,0,648,1112670,77.750370349666,77.9656931175137,77.5865911826327,0
Bihar,1,Valmiki Nagar,1456598,484433,415396,9,899838,0,331,900169,61.7994120546644,61.6301096773291,61.9909833142066,18
Bihar,2,Paschim Champaran,1413148,469048,385593,0,854641,0,192,854833,60.4913993438762,61.0125485676526,59.9288487421863,0
Bihar,3,Purvi Champaran,1439253,442071,380577,0,822648,0,41,822689,57.1608327375382,56.7155428229797,57.7089117588635,0
Bihar,4,Sheohar,1485801,433327,409336,0,842663,0,263,842926,56.732092655746,54.7245441905048,59.0606815692917,0
Bihar,5,Sitamarhi,1574914,448849,451628,0,900477,0,114,900591,57.183503353199,54.0086972425842,60.871885833203,0
Bihar,6,Madhubani,1627832,413708,446640,0,860348,0,121,860469,52.8598160006684,47.1504557105426,59.5917278185457,0
Bihar,7,Jhanjharpur,1668405,450499,490640,0,941139,0,126,941265,56.4170570095391,50.3245690565211,63.499459017327,0
Bihar,8,Supaul,1525583,468476,502044,0,970520,0,24,970544,63.6179086945777,58.7801459729459,68.9561205555014,0
Bihar,9,Araria,1587332,492513,483291,0,975804,0,9,975813,61.4750411382118,58.4299428647356,64.9466830615413,0
Bihar,10,Kishanganj,1438990,471096,457126,0,928222,0,277,928499,64.5243538871014,61.7561117570949,67.6140876610939,0
Bihar,11,Katihar,1446478,495600,481934,0,977534,0,299,977833,67.6009590190794,64.5078994843013,71.1687299072169,0
Bihar,12,Purnia,1582626,511262,506106,0,1017368,0,382,1017750,64.3076759765099,61.8562862659885,66.9751820258264,0
Bihar,13,Madhepura,1725693,508782,525869,0,1034651,0,148,1034799,59.9642578372862,56.6527590802954,63.641259491082,0
Bihar,14,Darbhanga,1495445,407516,421741,0,829257,0,32,829289,55.4543296476968,51.1379151106292,60.4225586186542,0
Bihar,15,Muzaffarpur,1551363,490949,457916,0,948865,0,62,948927,61.1673090050491,59.2244054024059,63.6499223689898,0
Bihar,16,Vaishali,1566321,480759,445167,0,925926,0,25,925951,59.1162986386571,57.2200672940622,61.5147683697793,0
Bihar,17,Gopalganj (Sc),1654838,444922,458639,0,903561,0,29,903590,54.6029278998911,51.0929492001116,58.5905233479861,0
Bihar,18,Siwan,1563860,443827,440178,0,884005,0,39,884044,56.5296126251711,52.7982060646435,61.0159201014673,0
Bihar,19,Maharajganj,1642068,420232,426095,0,846327,0,506,846833,51.5711286012516,48.1699230279862,55.6378911411843,0
Bihar,20,Saran,1538740,450511,411954,0,862465,0,1127,863592,56.1233216787761,54.2503281432511,58.4266443902031,0
Bihar,21,Hajipur (Sc),1649547,478157,425876,0,904033,0,1671,905704,54.9062257698629,53.502777762237,56.511008258848,0
Bihar,22,Ujiarpur,1426217,433858,425047,0,858905,0,20,858925,60.224005182942,56.8890392439936,64.2699887804568,0
Bihar,23,Samastipur (Sc),1504451,430782,432401,0,863183,0,28,863211,57.3771428913271,53.7398001763957,61.6313161619343,0
Bihar,24,Begusarai,1778759,545214,532151,0,1077365,0,768,1078133,60.6115274750542,57.4612315274051,64.232285911894,0
Bihar,25,Khagaria,1506587,445941,450160,0,896101,0,209,896310,59.4927475147469,55.7859288272522,63.8279469877536,0
Bihar,26,Bhagalpur,1685339,522417,451535,1,973953,0,234,974187,57.8036228912996,58.5121551014465,57.2295684730712,1.78571428571429
Bihar,27,Banka,1549456,461297,438021,0,899318,0,42,899360,58.0435972367076,56.0088828018951,60.4962944343315,0
Bihar,28,Munger,1719984,505931,408329,8,914268,0,174,914442,53.165727123043,54.0879380277233,52.298444990631,17.0212765957447
Bihar,29,Nalanda,1951967,503039,418609,0,921648,0,193,921841,47.226259460329,48.6176925686418,45.7781350130683,0
Bihar,30,Patna Sahib,1946249,510480,369747,0,880227,0,2541,882768,45.3574028811319,48.5481120654156,41.3839533048671,0
Bihar,31,Pataliputra,1736074,553018,423797,0,976815,0,1980,978795,56.3797971745444,59.3632558773614,52.9217032967033,0
Bihar,32,Arrah,1824515,517499,375555,0,893054,0,297,893351,48.9637520108084,51.0833138377314,46.5168848284268,0
Bihar,33,Buxar,1640671,494435,394512,0,888947,0,205,889152,54.1944119204886,56.6622736649095,51.8942468196832,0
Bihar,34,Sasaram (Sc),1607747,448672,397016,0,845688,0,1920,847608,52.7202352111371,52.2863142781894,53.1003609876537,0
Bihar,35,Karakat,1580558,457406,332394,0,789800,0,561,790361,50.0051880411855,53.9726104984436,45.5818163118379,0
Bihar,36,Jahanabad,1423246,445501,365502,0,811003,0,849,811852,57.0422822196584,59.4584025678498,54.512588535864,0
Bihar,37,Aurangabad,1536153,429944,355719,0,785663,0,679,786342,51.1890417165478,52.1519736634619,50.1020438344819,0
Bihar,38,Gaya (Sc),1501521,442912,364010,0,806922,0,2665,809587,53.9177940235268,55.4913526543417,51.8751496357438,0
Bihar,39,Nawada,1694895,478247,406136,0,884383,0,91,884474,52.1845896058458,53.3185946769146,50.9817606668089,0
Bihar,40,Jamui (Sc),1550936,415589,360008,0,775597,0,53,775650,50.0117348491492,50.1980920354923,49.8429980450903,0
Goa,1,North Goa,515434,199489,205701,0,405190,0,1755,406945,78.9519123689939,78.0082744165676,79.2624046794262,0
Goa,2,South Goa,545316,195128,214329,0,409457,0,1038,410495,75.2765369070411,71.7353342328068,78.5966005977374,0
Gujarat,1,Kachchh,1533778,519100,423463,0,942563,4,4958,947521,61.7769325156574,64.4078227401428,58.2222979949706,0
Gujarat,2,Banaskantha,1515711,511698,371518,0,883216,0,4150,887366,58.5445378439557,64.2966730708095,51.6324945138789,0
Gujarat,3,Patan,1628641,525799,423880,0,949679,0,6937,956616,58.7370697409681,62.1948507580973,54.1901898216331,0
Gujarat,4,Mahesana,1498219,541116,456612,7,997735,0,6560,1004295,67.0325900285606,69.6554147727931,63.4145460757205,30.4347826086957
Gujarat,5,Sabarkantha,1615840,583583,502387,0,1085970,0,9893,1095863,67.8200193088425,70.2429084011088,64.2967299198702,0
Gujarat,6,Gandhinagar,1733972,617164,511490,2,1128656,0,8358,1137014,65.5728004835141,68.5721777602967,61.4005603585911,11.1111111111111
Gujarat,7,Ahmedabad East,1601832,557279,422980,6,980265,0,6261,986526,61.5873574756903,65.5134470447302,56.5012957174534,60
Gujarat,8,Ahmedabad West,1534400,531702,428771,2,960475,0,5085,965560,62.9275286757039,66.4654086163447,58.4765341581701,40
Gujarat,9,Surendranagar,1656657,539246,399328,1,938575,0,6864,945439,57.0690855137787,61.5211729097192,51.2955950282857,50
Gujarat,10,Rajkot,1655717,590854,461740,1,1052595,0,5188,1057783,63.8867028604526,68.3574764652187,58.3851340073743,12.5
Gujarat,11,Porbandar,1539223,468592,335821,2,804415,0,5570,809985,52.622979256417,58.1318347320692,45.9159508984361,28.5714285714286
Gujarat,12,Jamnagar,1470952,484080,364974,1,849055,0,3934,852989,57.9889078637508,62.9084638186664,52.1845434099095,8.33333333333333
Gujarat,13,Junagadh,1485543,513928,423553,0,937481,0,4776,942257,63.4284567999715,66.6315743072068,59.3784478299087,0
Gujarat,14,Amreli,1486286,455668,349837,0,805505,0,4110,809615,54.4723559261138,58.6106612781031,49.3709329385582,0
Gujarat,15,Bhavnagar,1594531,516968,396013,11,912992,0,5152,918144,57.5808184350132,61.995937036051,52.1187689845597,45.8333333333333
Gujarat,16,A0d,1496859,539236,427943,0,967179,0,4083,971262,64.8866726926184,69.0585383158372,59.7978897476277,0
Gujarat,17,Kheda,1599471,540239,411083,1,951323,0,6141,957464,59.8612916395483,64.8831299226311,53.6631055135214,5.88235294117647
Gujarat,18,Panchmahal,1576667,512435,414555,0,926990,0,8026,935016,59.3033278428482,62.5576060775862,54.831763549717,0
Gujarat,19,Dahod,1411765,466791,428519,1,895311,0,6124,901435,63.8516325309099,65.5787705007853,61.2682027122667,25
Gujarat,20,Vadodara,1638321,621926,533715,15,1155656,0,6512,1162168,70.9365258700829,73.2946074913173,67.642772046336,57.6923076923077
Gujarat,21,Chhota Udaipur,1536305,590131,504411,0,1094542,0,7081,1101623,71.7060088979727,73.9641366102617,68.3463365590728,0
Gujarat,22,Bharuch,1417548,562549,493760,10,1056319,0,4741,1061060,74.8517863239904,76.5693651217109,72.3373084473615,35.7142857142857
Gujarat,23,Bardoli,1614106,636398,567973,0,1204371,0,5238,1209609,74.9398738372821,76.7181779496026,72.407669458574,0
Gujarat,24,Surat,1484068,538576,407928,3,946507,0,1876,948383,63.9042820140317,67.0044825085128,59.9715966727531,11.1111111111111
Gujarat,25,Navsari,1764620,644265,512736,13,1157014,0,4462,1161476,65.820176581927,66.2879996049049,64.7033659288199,25
Gujarat,26,Valsad,1512061,580599,538185,0,1118784,0,4398,1123182,74.2815270018868,74.916676666757,73.0271138695679,0
Haryana,1,Ambala,1692424,667712,551882,0,1219594,0,531,1220125,72.093340675859,73.7811467530028,70.7186525728769,0
Haryana,2,Kurukshetra,1498459,618481,517170,0,1135651,0,522,1136173,75.8227619174098,76.9153569305539,75.0416801489313,0
Haryana,3,Sirsa,1660556,692765,586098,0,1278863,0,408,1279271,77.0387147437364,78.2946323424704,75.7470368604097,0
Haryana,4,Hisar,1517606,637448,518049,0,1155497,0,1308,1156805,76.2256475000758,77.6757992425535,75.1404398635996,0
Haryana,5,Karnal,1684321,666729,526629,0,1193358,0,339,1193697,70.8711106730843,73.295274655691,68.4180782152517,0
Haryana,6,Sonipat,1417187,551189,434412,0,985601,0,920,986521,69.6112086831166,71.3080343454912,68.2160366070054,0
Haryana,7,Rohtak,1567508,578206,465772,0,1043978,0,1745,1045723,66.7124505903638,69.4676922115775,65.6534731619305,0
Haryana,8,Bhiwani-Mahendragarh,1473912,559428,470289,0,1029717,0,1640,1031357,69.974123285515,72.0948604375735,69.8108250131371,0
Haryana,9,Gurgaon,1844906,727100,593187,0,1320287,0,360,1320647,71.5834302669079,74.5796369178947,69.3080724876442,0
Haryana,10,Faridabad,1740351,651241,479430,0,1130671,0,261,1130932,64.982983317733,67.3644391529083,62.2976168819356,0
Himachal Pradesh,1,Kangra,1258599,389575,408414,0,797989,0,1937,799926,63.5568596510882,62.0523177932423,67.3898229015241,0
Himachal Pradesh,2,Mandi,1150408,377093,347977,0,725070,0,1412,726482,63.1499433244553,65.0456414643907,62.0553077736544,0
Himachal Pradesh,3,Hamirpur,1247699,394620,438467,0,833087,0,2657,835744,66.9828219786984,64.1650189916229,71.900463247653,0
Himachal Pradesh,4,Shimla,1153363,403062,333715,0,736777,0,1270,738047,63.9908684429794,67.0857633618279,61.3208847303711,0
Jammu & Kashmir,1,Baramulla,1190766,256288,209691,0,465979,0,60,466039,39.1377483065523,41.1620347171363,37.017794725135,0
Jammu & Kashmir,2,Srinagar,1207230,178779,133429,0,312208,0,37,312245,25.8645825567622,28.3190480640833,23.1790829054068,0
Jammu & Kashmir,3,A0tnag,1301143,211595,163643,0,375238,0,43,375281,28.8424100963537,30.9489228320981,26.5684843545279,0
Jammu & Kashmir,4,Ladakh,166763,57162,60002,0,117164,0,1904,119068,71.3995310710409,69.7863508729093,75.2564906559639,0
Jammu & Kashmir,5,Udhampur,1469072,556791,484338,1,1041130,0,1245,1042375,70.9546570896457,71.6038729473675,71.452091170613,100
Jammu & Kashmir,6,Jammu,1848155,665098,587601,0,1252699,0,3830,1256529,67.988291025374,70.2232771172366,68.0631795736676,0
Karnataka,1,Chikkodi,1442206,564052,506614,2,1070668,0,827,1071495,74.2955583321661,76.1196587886484,72.9528828984506,3.17460317460317
Karnataka,2,Belgaum,1580895,569642,508074,0,1077716,0,1266,1078982,68.2513386404537,70.9286283494372,65.8355491284539,0
Karnataka,3,Bagalkot,1568633,561494,517311,0,1078805,0,519,1079324,68.8066615964346,70.9747471300109,66.7884144641031,0
Karnataka,4,Bijapur,1622635,521090,445637,7,966734,0,63,966797,59.5819146018667,61.5252558288358,57.5431279376065,3.95480225988701
Karnataka,5,Gulbarga,1721990,522778,474347,0,997125,0,961,998086,57.9611960580491,59.5362852942148,56.2450347302095,0
Karnataka,6,Raichur,1661606,501122,467391,0,968513,0,534,969047,58.3199025521092,59.9578124196121,56.6355371209835,0
Karnataka,7,Bidar,1600962,508036,454615,1,962652,0,554,963206,60.164201273984,60.5971256573666,59.7058147552287,1.42857142857143
Karnataka,8,Koppal,1535105,526117,480597,2,1006716,0,714,1007430,65.6261298087102,68.318099361251,62.8533726027684,2.10526315789474
Karnataka,9,Bellary,1487945,541905,503534,9,1045448,0,465,1045913,70.2924503257849,72.1974934284766,68.3294410119945,5.88235294117647
Karnataka,10,Haveri,1558749,594946,520512,0,1115458,0,910,1116368,71.619484599509,73.7836071429014,69.2723839132072,0
Karnataka,11,Dharwad,1578125,562867,477563,0,1040430,0,1040,1041470,65.9941386138614,69.6640853097814,62.0951184722585,0
Karnataka,12,Uttara Kannada,1450599,521220,479217,0,1000437,0,1033,1001470,69.0383765603037,70.4799946993289,67.8070736456046,0
Karnataka,13,Davanagere,1522712,581109,533385,0,1114494,0,638,1115132,73.2332837726372,75.2906438150815,71.0790486813226,0
Karnataka,14,Shimoga,1562243,572307,556790,10,1129107,0,1257,1130364,72.3551969827997,73.5578128032471,71.0944891843268,12.1951219512195
Karnataka,15,Udupi Chikmagalur,1387294,510562,522488,1,1033051,0,1283,1034334,74.5576640567897,75.2253539803451,73.8245380032017,1.61290322580645
Karnataka,16,Hassan,1561486,585749,560755,4,1146508,0,1026,1147534,73.4898679847274,74.3044922739687,72.7065391866276,4.54545454545455
Karnataka,17,Dakshina Kannada,1565219,595446,611674,0,1207120,0,463,1207583,77.1510568169694,76.9680001240907,77.3794855316856,0
Karnataka,18,Chitradurga,1661277,572567,524303,1,1096871,0,795,1097666,66.0736289011405,67.7915791991229,64.234949346199,1.0989010989011
Karnataka,19,Tumkur,1518518,565126,535597,12,1100735,0,1277,1102012,72.5715467317477,73.9442074686625,71.0561367851561,10.1694915254237
Karnataka,20,Mandya,1669262,604491,587306,8,1191805,0,1236,1193041,71.4711651017036,72.0830953383186,70.7603558102297,8.98876404494382
Karnataka,21,Mysore,1723134,596311,561022,13,1157346,0,2282,1159628,67.2976100523813,68.8270076674388,65.6423276956468,9.21985815602837
Karnataka,22,Chamarajanagar,1555781,585063,547426,8,1132497,0,829,1133326,72.8461139453432,74.1364038972542,71.4368113082468,13.1147540983607
Karnataka,23,Bangalore Rural,2190398,758651,696340,12,1455003,0,607,1455610,66.4541329931821,66.8022992675663,66.051874729661,4.59770114942529
Karnataka,24,Bangalore North,2401472,720898,634569,18,1355485,0,2068,1357553,56.5300365775658,57.2493853357306,55.6366658805025,4.93150684931507
Karnataka,25,Bangalore Central,1931456,573657,500273,27,1073957,0,645,1074602,55.6368874051493,56.8077344324049,54.3506791213901,9.03010033444816
Karnataka,26,Bangalore South,1998724,596688,516207,19,1112914,0,1445,1114359,55.7535207462361,56.7958392665413,54.4749705573214,5.9375
Karnataka,27,Chikkballapur,1658410,652727,608718,6,1261451,0,2460,1263911,76.2122153146689,77.3804132633101,74.7454530273039,5
Karnataka,28,Kolar,1492977,581924,544042,7,1125973,0,1367,1127340,75.5095356458941,77.2004675085535,73.8260661886436,4.9645390070922
Kerala,1,Kasaragod,1242829,459280,514333,0,973613,0,1582,975195,78.465742270256,77.4949464952806,79.3962689389554,0
Kerala,2,Kannur,1168593,438891,506993,0,945884,0,2688,948572,81.1721446217802,80.7825893292644,81.8076348392385,0
Kerala,3,Vadakara,1179031,436972,520810,0,957782,0,2482,960264,81.4451867677779,78.2373447014526,83.9519187835588,0
Kerala,4,Wayanad,1249123,454055,460171,0,914226,0,912,915138,73.2624409285555,74.033402303236,72.5804594528521,0
Kerala,5,Kozhikode,1181909,456299,484028,0,940327,0,2900,943227,79.8053826479027,80.2505482832184,79.3975322574825,0
Kerala,6,Malappuram,1197664,415672,437264,0,852936,0,532,853468,71.261054853448,69.5467694629463,72.8735681989764,0
Kerala,7,Pon0i,1179083,405012,466307,0,871319,0,276,871595,73.9214287713418,70.6068171041254,76.8956902451292,0
Kerala,8,Palakkad,1208529,444249,465167,0,909416,0,1060,910476,75.3375384454986,75.897575201554,74.9699824810507,0
